Application Name,Date,Customer Initiated Transactions_Volume (Mn),Customer Initiated Transactions_Value (Cr),B2C Transactions_Volume (Mn),B2C Transactions_Value (Cr),B2B Transactions_Volume (Mn),B2B Transactions_Value (Cr),On0us Transactions_Volume (Mn),On0us Transactions_Value (Cr),Total_Volume (Mn),Total_Value (Cr),year,Month,Avg_Transaction_Value,average_transaction,Year
RAPIPAY,2025-08-01,0.24,25.0,0.0,0.0,0.0,0.0,0.17,16.25,0.24,25.0,2025,2025-08,104.16666666666667,104.16666666666667,2025
RBL BANK APPS,2025-08-01,9.15,1423.59,0.0,0.0,0.14,33.26,9.14,656.92,9.29,1456.85,2025,2025-08,156.81916038751345,156.81916038751345,2025
SALARY SE,2025-08-01,0.53,24.31,0.0,0.0,0.0,0.0,0.43,20.47,0.53,24.31,2025,2025-08,45.867924528301884,45.867924528301884,2025
SAMSUNG PAY,2025-08-01,9.9,682.42,0.0,0.0,0.0,0.0,10.67,2219.95,9.9,682.42,2025,2025-08,68.93131313131312,68.93131313131312,2025
SHRI RAM ONE,2025-08-01,2.61,159.27,0.0,0.0,0.0,0.0,2.36,308.47,2.61,159.27,2025,2025-08,61.022988505747136,61.022988505747136,2025
SLICE SMALL FINANCE BANK APPS,2025-08-01,20.75,2716.14,0.0,0.0,0.0,0.01,16.51,1834.83,20.75,2716.15,2025,2025-08,130.89879518072289,130.89879518072289,2025
SOUTH INDIAN BANK APPS,2025-08-01,0.9,248.87,0.0,0.0,0.0,0.0,0.8,954.81,0.9,248.87,2025,2025-08,276.52222222222224,276.52222222222224,2025
SPICE MONEY,2025-08-01,0.3,26.1,0.0,0.0,0.0,0.0,0.27,64.81,0.3,26.1,2025,2025-08,87.00000000000001,87.00000000000001,2025
STANDARD CHARTERED BANK APPS,2025-08-01,0.26,123.17,0.0,0.0,0.0,0.16,0.17,8.63,0.26,123.33,2025,2025-08,474.3461538461538,474.3461538461538,2025
STATE BANK OF INDIA APPS,2025-08-01,12.99,3668.47,0.0,0.0,0.0,0.0,13.27,1762.42,12.99,3668.47,2025,2025-08,282.4072363356428,282.4072363356428,2025
SUPER.MONEY,2025-08-01,256.64,9290.21,0.0,0.0,0.0,0.0,203.42,7054.28,256.64,9290.21,2025,2025-08,36.19938435162095,36.19938435162095,2025
SURYODAY BANK APPS,2025-08-01,1.46,111.08,0.0,0.0,0.01,0.86,1.25,218.46,1.46,111.94,2025,2025-08,76.67123287671232,76.67123287671232,2025
TAMILNAD MERCANTILE BANK APPS,2025-08-01,0.1,33.36,0.0,0.0,0.0,0.0,0.07,25.75,0.1,33.36,2025,2025-08,333.59999999999997,333.59999999999997,2025
TATA PAY,2025-08-01,0.52,155.47,0.0,0.0,0.0,0.0,0.32,31.91,0.52,155.47,2025,2025-08,298.9807692307692,298.9807692307692,2025
TIMEPAY,2025-08-01,2.98,43.77,0.0,0.0,0.0,0.0,3.02,180.55,2.98,43.77,2025,2025-08,14.68791946308725,14.68791946308725,2025
TRUE BALANCE,2025-08-01,0.15,4.9,0.0,0.0,0.0,0.0,0.1,7.77,0.15,4.9,2025,2025-08,32.66666666666667,32.66666666666667,2025
UCO BANK APPS,2025-08-01,0.53,130.16,0.0,0.0,0.0,0.0,0.45,132.55,0.53,130.16,2025,2025-08,245.58490566037733,245.58490566037733,2025
ULTRACASH,2025-08-01,0.1,7.48,0.0,0.0,0.0,0.0,0.09,32.95,0.1,7.48,2025,2025-08,74.8,74.8,2025
UNION BANK APPS,2025-08-01,0.84,259.85,0.0,0.0,0.0,0.0,0.74,58.21,0.84,259.85,2025,2025-08,309.34523809523813,309.34523809523813,2025
UNITY SMALL FINANCE BANK APPS,2025-08-01,0.07,19.76,0.0,0.0,0.0,0.0,0.06,12.79,0.07,19.76,2025,2025-08,282.2857142857143,282.2857142857143,2025
UTKARSH SMALL FINANCE BANK APPS,2025-08-01,0.03,4.18,0.0,0.0,0.0,0.0,0.02,7.44,0.03,4.18,2025,2025-08,139.33333333333334,139.33333333333334,2025
WHATSAPP,2025-08-01,78.21,5583.34,0.0,0.0,0.0,0.0,64.6,11243.73,78.21,5583.34,2025,2025-08,71.38908068021993,71.38908068021993,2025
YES BANK APPS,2025-08-01,53.91,9408.85,0.0,0.0,0.43,19.3,53.52,9518.96,54.33,9428.15,2025,2025-08,173.53487944045648,173.53487944045648,2025
ADITYA BIRLA CAPITAL DIGITAL,2025-09-01,0.56,25.14,0.0,0.0,0.0,0.0,0.0,0.0,0.56,25.14,2025,2025-09,44.89285714285714,44.89285714285714,2025
AIRTEL PAYMENTS BANK APPS,2025-09-01,17.34,1290.54,0.0,0.0,0.0,0.0,0.0,0.0,17.34,1290.54,2025,2025-09,74.42560553633218,74.42560553633218,2025
AMAZON PAY,2025-09-01,91.4,10234.84,0.0,0.0,0.0,0.0,0.0,0.0,91.4,10234.84,2025,2025-09,111.97855579868708,111.97855579868708,2025
AU SMALL FINANCE BANK APPS,2025-09-01,0.69,221.41,0.0,0.0,0.0,0.0,0.0,0.0,0.69,221.41,2025,2025-09,320.8840579710145,320.8840579710145,2025
AXIS BANK APPS,2025-09-01,29.21,5381.5,128.83,9528.33,0.01,1.53,0.0,0.0,158.05,14911.36,2025,2025-09,94.34583992407465,94.34583992407465,2025
BAJAJ FINSERV,2025-09-01,12.01,2520.3,0.0,0.0,0.0,0.0,0.0,0.0,12.01,2520.3,2025,2025-09,209.8501248959201,209.8501248959201,2025
BANK OF BARODA APPS,2025-09-01,2.59,611.74,0.0,0.0,0.0,0.0,0.0,0.0,2.59,611.74,2025,2025-09,236.1930501930502,236.1930501930502,2025
BANK OF INDIA APPS,2025-09-01,0.32,101.51,0.0,0.0,0.0,0.0,0.0,0.0,0.32,101.51,2025,2025-09,317.21875,317.21875,2025
BHARAT PE,2025-09-01,16.05,1357.79,0.0,0.0,0.02,0.0,0.0,0.0,16.07,1357.79,2025,2025-09,84.49222153080274,84.49222153080274,2025
BHIM,2025-09-01,110.84,16273.38,0.0,0.0,0.0,0.0,0.0,0.0,110.84,16273.38,2025,2025-09,146.81865752435942,146.81865752435942,2025
CANARA BANK APPS,2025-09-01,4.27,1049.05,0.0,0.0,0.0,0.0,0.0,0.0,4.27,1049.05,2025,2025-09,245.6791569086651,245.6791569086651,2025
CENTRAL BANK OF INDIA APPS,2025-09-01,0.55,137.29,0.0,0.0,0.0,0.0,0.0,0.0,0.55,137.29,2025,2025-09,249.6181818181818,249.6181818181818,2025
CITY UNION BANK APPS,2025-09-01,0.08,31.81,0.0,0.0,0.0,0.0,0.0,0.0,0.08,31.81,2025,2025-09,397.625,397.625,2025
CRED,2025-09-01,147.86,54796.41,0.0,0.0,0.0,0.0,0.0,0.0,147.86,54796.41,2025,2025-09,370.5965778439064,370.5965778439064,2025
DBS DIGIBANK APPS,2025-09-01,0.72,250.56,0.0,0.0,0.0,0.34,0.0,0.0,0.73,250.9,2025,2025-09,343.6986301369863,343.6986301369863,2025
DEUTSCHE BANK APPS,2025-09-01,4.63,764.92,0.0,0.0,0.0,0.46,0.0,0.0,4.63,765.38,2025,2025-09,165.30885529157666,165.30885529157666,2025
DHANI,2025-09-01,0.23,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.23,10.7,2025,2025-09,46.521739130434774,46.521739130434774,2025
DIGIKHATA,2025-09-01,1.05,352.31,0.0,0.0,0.0,0.0,0.0,0.0,1.05,352.31,2025,2025-09,335.5333333333333,335.5333333333333,2025
EQUITAS SMALL FINANCE BANK APPS,2025-09-01,0.02,7.23,0.0,0.0,0.0,0.0,0.0,0.0,0.02,7.23,2025,2025-09,361.5,361.5,2025
ESAF SMALL FINANCE BANK APPS,2025-09-01,0.67,65.43,0.0,0.0,0.0,0.0,0.0,0.0,0.67,65.43,2025,2025-09,97.65671641791045,97.65671641791045,2025
FAMAPP BY TRIO,2025-09-01,140.01,1751.77,0.0,0.0,0.0,0.0,0.0,0.0,140.01,1751.77,2025,2025-09,12.511749160774231,12.511749160774231,2025
FEDERAL BANK APPS,2025-09-01,6.61,1330.79,0.0,0.0,0.0,0.0,0.0,0.0,6.61,1330.79,2025,2025-09,201.32980332829047,201.32980332829047,2025
FI MONEY,2025-09-01,2.66,382.26,0.0,0.0,0.0,0.0,0.0,0.0,2.66,382.26,2025,2025-09,143.7067669172932,143.7067669172932,2025
FINO PAYMENTS BANK APPS,2025-09-01,0.78,69.88,0.0,0.0,0.0,0.0,0.0,0.0,0.78,69.88,2025,2025-09,89.58974358974358,89.58974358974358,2025
FLIPKART UPI,2025-09-01,3.58,263.48,0.0,0.0,0.0,0.0,0.0,0.0,3.58,263.48,2025,2025-09,73.5977653631285,73.5977653631285,2025
FREO,2025-09-01,0.03,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1.96,2025,2025-09,65.33333333333333,65.33333333333333,2025
GOOGLE PAY,2025-09-01,6832.93,873639.91,0.0,0.0,0.0,0.0,0.0,0.0,6832.93,873639.91,2025,2025-09,127.85728962538765,127.85728962538765,2025
GROWW,2025-09-01,14.17,10098.51,0.0,0.0,0.0,0.0,0.0,0.0,14.17,10098.51,2025,2025-09,712.6683133380382,712.6683133380382,2025
HDFC BANK APPS,2025-09-01,48.29,16409.2,26.3,10.6,0.01,0.84,0.0,0.0,74.6,16420.63,2025,2025-09,220.11568364611264,220.11568364611264,2025
HSBC BANK APPS,2025-09-01,1.21,145.51,0.01,0.25,0.0,0.13,0.0,0.0,1.22,145.89,2025,2025-09,119.58196721311475,119.58196721311475,2025
ICICI BANK APPS,2025-09-01,71.63,14491.28,0.02,16.91,2.45,2116.41,0.0,0.0,74.1,16624.59,2025,2025-09,224.3534412955466,224.3534412955466,2025
IDBI BANK APPS,2025-09-01,0.17,69.18,0.0,0.0,0.0,0.0,0.0,0.0,0.17,69.18,2025,2025-09,406.94117647058823,406.94117647058823,2025
IDFC BANK APPS,2025-09-01,12.99,2718.6,0.0,0.03,0.15,0.16,0.0,0.0,13.14,2718.78,2025,2025-09,206.90867579908675,206.90867579908675,2025
IND MONEY,2025-09-01,2.61,870.13,0.0,0.0,0.0,0.0,0.0,0.0,2.61,870.13,2025,2025-09,333.3831417624521,333.3831417624521,2025
INDIA POST PAYMENTS BANK APPS,2025-09-01,16.81,1625.33,0.0,0.0,0.0,0.0,0.0,0.0,16.81,1625.33,2025,2025-09,96.68828078524687,96.68828078524687,2025
INDIAN BANK APPS,2025-09-01,1.38,316.14,0.0,0.0,0.0,0.0,0.0,0.0,1.38,316.14,2025,2025-09,229.08695652173913,229.08695652173913,2025
INDIAN OVERSEAS BANK APPS,2025-09-01,0.24,62.77,0.0,0.0,0.0,0.0,0.0,0.0,0.24,62.77,2025,2025-09,261.5416666666667,261.5416666666667,2025
INDUSIND BANK APPS,2025-09-01,1.67,222.41,0.0,0.0,0.0,0.0,0.0,0.0,1.67,222.41,2025,2025-09,133.17964071856287,133.17964071856287,2025
JAMMU AND KASHMIR BANK APPS,2025-09-01,2.38,348.51,0.0,0.0,0.0,0.0,0.0,0.0,2.38,348.51,2025,2025-09,146.4327731092437,146.4327731092437,2025
JAR,2025-09-01,0.14,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.14,3.13,2025,2025-09,22.357142857142854,22.357142857142854,2025
JIO PAYMENTS BANK APPS,2025-09-01,5.0,344.89,0.0,0.0,0.0,0.0,0.0,0.0,5.0,344.89,2025,2025-09,68.978,68.978,2025
JUPITER MONEY,2025-09-01,6.06,958.38,0.0,0.0,0.0,0.0,0.0,0.0,6.06,958.38,2025,2025-09,158.14851485148515,158.14851485148515,2025
KARNATAKA BANK APPS,2025-09-01,0.27,62.55,0.0,0.0,0.0,0.03,0.0,0.0,0.27,62.58,2025,2025-09,231.77777777777774,231.77777777777774,2025
KARUR VYSYA BANK APPS,2025-09-01,0.11,40.62,0.0,0.0,0.0,0.0,0.0,0.0,0.11,40.62,2025,2025-09,369.27272727272725,369.27272727272725,2025
KIWI,2025-09-01,2.5,306.62,0.0,0.0,0.0,0.0,0.0,0.0,2.5,306.62,2025,2025-09,122.648,122.648,2025
KOTAK MAHINDRA BANK APPS,2025-09-01,75.46,9168.77,0.0,0.0,0.0,0.0,0.0,0.0,75.46,9168.77,2025,2025-09,121.505035780546,121.505035780546,2025
KREDIT PE,2025-09-01,0.67,54.86,0.0,0.0,0.0,0.0,0.0,0.0,0.67,54.86,2025,2025-09,81.88059701492537,81.88059701492537,2025
KREDITBEE,2025-09-01,0.05,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.05,2.18,2025,2025-09,43.6,43.6,2025
MOBIKWIK,2025-09-01,46.95,5761.51,0.0,0.0,0.0,0.0,0.0,0.0,46.95,5761.51,2025,2025-09,122.71586794462193,122.71586794462193,2025
MONEY VIEW,2025-09-01,1.09,87.15,0.0,0.0,0.0,0.0,0.0,0.0,1.09,87.15,2025,2025-09,79.95412844036697,79.95412844036697,2025
NAVI,2025-09-01,526.02,26510.97,0.0,0.0,0.0,0.0,0.0,0.0,526.02,26510.97,2025,2025-09,50.39916733204061,50.39916733204061,2025
NIYO GLOBAL,2025-09-01,0.05,13.16,0.0,0.0,0.0,0.0,0.0,0.0,0.05,13.16,2025,2025-09,263.2,263.2,2025
NSDL PAYMENTS BANK APPS,2025-09-01,1.95,210.27,0.0,0.0,0.1,6.03,0.0,0.0,2.05,216.31,2025,2025-09,105.51707317073172,105.51707317073172,2025
OBOPAY,2025-09-01,0.13,19.72,0.0,0.0,0.0,0.0,0.0,0.0,0.13,19.72,2025,2025-09,151.69230769230768,151.69230769230768,2025
OMNI CARD,2025-09-01,1.86,118.22,0.0,0.0,0.0,0.0,0.0,0.0,1.86,118.22,2025,2025-09,63.55913978494623,63.55913978494623,2025
ONE CARD,2025-09-01,0.71,827.92,0.0,0.0,0.0,0.0,0.0,0.0,0.71,827.92,2025,2025-09,1166.0845070422536,1166.0845070422536,2025
OTHERS,2025-09-01,2.15,221.08,0.0,0.0,0.17,6.13,0.0,0.0,2.32,227.21,2025,2025-09,97.93534482758622,97.93534482758622,2025
PAYTM,2025-09-01,1394.07,145134.78,0.0,0.0,0.0,0.0,0.0,0.0,1394.07,145134.78,2025,2025-09,104.10867460027116,104.10867460027116,2025
PAYWORLD,2025-09-01,0.05,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,4.05,2025,2025-09,80.99999999999999,80.99999999999999,2025
PHONEPE,2025-09-01,8961.78,1203787.91,0.0,0.0,0.0,0.0,0.0,0.0,8961.78,1203787.91,2025,2025-09,134.3246442113062,134.3246442113062,2025
POP UPI,2025-09-01,51.61,1953.68,0.0,0.0,0.0,0.0,0.0,0.0,51.61,1953.68,2025,2025-09,37.85467932571207,37.85467932571207,2025
PUNJAB NATIONAL BANK APPS,2025-09-01,3.88,983.32,0.0,0.0,0.0,0.0,0.0,0.0,3.88,983.32,2025,2025-09,253.43298969072168,253.43298969072168,2025
PUNJAB SIND BANK APPS,2025-09-01,0.02,7.21,0.0,0.0,0.0,0.0,0.0,0.0,0.02,7.21,2025,2025-09,360.5,360.5,2025
RAPIPAY,2025-09-01,0.23,24.83,0.0,0.0,0.0,0.0,0.0,0.0,0.23,24.83,2025,2025-09,107.95652173913042,107.95652173913042,2025
RBL BANK APPS,2025-09-01,7.79,1512.34,0.0,0.0,0.12,33.77,0.0,0.0,7.92,1546.1,2025,2025-09,195.21464646464645,195.21464646464645,2025
SALARY SE,2025-09-01,0.49,22.88,0.0,0.0,0.0,0.0,0.0,0.0,0.49,22.88,2025,2025-09,46.69387755102041,46.69387755102041,2025
SAMSUNG PAY,2025-09-01,9.9,676.36,0.0,0.0,0.0,0.0,0.0,0.0,9.9,676.36,2025,2025-09,68.31919191919192,68.31919191919192,2025
SHRI RAM ONE,2025-09-01,1.81,136.08,0.0,0.0,0.0,0.0,0.0,0.0,1.81,136.08,2025,2025-09,75.18232044198895,75.18232044198895,2025
SLICE SMALL FINANCE BANK APPS,2025-09-01,22.62,3014.8,0.0,0.0,0.0,0.0,0.0,0.0,22.62,3014.8,2025,2025-09,133.28028293545535,133.28028293545535,2025
SOUTH INDIAN BANK APPS,2025-09-01,0.86,248.26,0.0,0.0,0.0,0.0,0.0,0.0,0.86,248.26,2025,2025-09,288.6744186046512,288.6744186046512,2025
SPICE MONEY,2025-09-01,0.3,28.07,0.0,0.0,0.0,0.0,0.0,0.0,0.3,28.07,2025,2025-09,93.56666666666668,93.56666666666668,2025
STANDARD CHARTERED BANK APPS,2025-09-01,0.25,113.45,0.0,0.0,0.0,0.18,0.0,0.0,0.25,113.63,2025,2025-09,454.52,454.52,2025
STATE BANK OF INDIA APPS,2025-09-01,12.18,3614.58,0.0,0.0,0.0,0.0,0.0,0.0,12.18,3614.58,2025,2025-09,296.76354679802955,296.76354679802955,2025
SUPER.MONEY,2025-09-01,256.34,9852.44,0.0,0.0,0.0,0.0,0.0,0.0,256.34,9852.44,2025,2025-09,38.43504720293361,38.43504720293361,2025
SURYODAY BANK APPS,2025-09-01,1.67,11.34,0.0,0.0,0.01,2.13,0.0,0.0,1.68,13.47,2025,2025-09,8.017857142857144,8.017857142857144,2025
TAMILNAD MERCANTILE BANK APPS,2025-09-01,0.1,36.17,0.0,0.0,0.0,0.0,0.0,0.0,0.1,36.17,2025,2025-09,361.7,361.7,2025
TATA PAY,2025-09-01,0.5,159.6,0.0,0.0,0.0,0.0,0.0,0.0,0.5,159.6,2025,2025-09,319.2,319.2,2025
TIMEPAY,2025-09-01,2.98,41.89,0.0,0.0,0.0,0.0,0.0,0.0,2.98,41.89,2025,2025-09,14.057046979865772,14.057046979865772,2025
TRUE BALANCE,2025-09-01,0.13,4.49,0.0,0.0,0.0,0.0,0.0,0.0,0.13,4.49,2025,2025-09,34.53846153846154,34.53846153846154,2025
UCO BANK APPS,2025-09-01,0.54,140.39,0.0,0.0,0.0,0.0,0.0,0.0,0.54,140.39,2025,2025-09,259.98148148148147,259.98148148148147,2025
ULTRACASH,2025-09-01,0.09,6.96,0.0,0.0,0.0,0.0,0.0,0.0,0.09,6.96,2025,2025-09,77.33333333333334,77.33333333333334,2025
UNION BANK APPS,2025-09-01,0.73,232.38,0.0,0.0,0.0,0.0,0.0,0.0,0.73,232.38,2025,2025-09,318.32876712328766,318.32876712328766,2025
UNITY SMALL FINANCE BANK APPS,2025-09-01,0.07,21.92,0.0,0.0,0.0,0.0,0.0,0.0,0.07,21.92,2025,2025-09,313.1428571428571,313.1428571428571,2025
UTKARSH SMALL FINANCE BANK APPS,2025-09-01,0.03,5.49,0.0,0.0,0.0,0.0,0.0,0.0,0.03,5.49,2025,2025-09,183.0,183.0,2025
WHATSAPP,2025-09-01,79.75,5768.86,0.0,0.0,0.0,0.0,0.0,0.0,79.75,5768.86,2025,2025-09,72.33680250783699,72.33680250783699,2025
YES BANK APPS,2025-09-01,47.37,6735.08,0.0,0.0,0.38,23.35,0.0,0.0,47.75,6758.44,2025,2025-09,141.5380104712042,141.5380104712042,2025
ADITYA BIRLA CAPITAL DIGITAL,2025-10-01,0.42,21.45,0.0,0.0,0.0,0.0,0.0,0.0,0.42,21.45,2025,2025-10,51.07142857142857,51.07142857142857,2025
AIRTEL PAYMENTS BANK APPS,2025-10-01,16.78,1285.71,0.65,54.31,0.0,0.0,0.0,0.0,17.43,1340.02,2025,2025-10,76.88009179575445,76.88009179575445,2025
AMAZON PAY,2025-10-01,91.65,10710.43,0.0,0.0,0.0,0.0,0.0,0.0,91.65,10710.43,2025,2025-10,116.86230223677032,116.86230223677032,2025
AU SMALL FINANCE BANK APPS,2025-10-01,0.71,244.77,0.0,1.9,0.0,0.0,0.0,0.0,0.71,246.67,2025,2025-10,347.4225352112676,347.4225352112676,2025
AXIS BANK APPS,2025-10-01,17.09,4666.78,96.34,11080.46,0.15,14.01,0.0,0.0,113.58,15761.25,2025,2025-10,138.76782884310617,138.76782884310617,2025
BAJAJ FINSERV,2025-10-01,12.82,2599.28,0.0,0.0,0.0,0.0,0.0,0.0,12.82,2599.28,2025,2025-10,202.75195007800312,202.75195007800312,2025
BANK OF BARODA APPS,2025-10-01,2.77,721.61,0.0,0.0,0.0,1.67,0.0,0.0,2.77,723.28,2025,2025-10,261.11191335740074,261.11191335740074,2025
BANK OF INDIA APPS,2025-10-01,0.33,107.21,0.0,0.0,0.0,0.0,0.0,0.0,0.33,107.21,2025,2025-10,324.8787878787878,324.8787878787878,2025
BANK OF MAHARASHTRA APPS,2025-10-01,0.03,6.86,0.0,0.0,0.0,2.6,0.0,0.0,0.03,9.46,2025,2025-10,315.33333333333337,315.33333333333337,2025
BHARAT PE,2025-10-01,1.77,137.63,0.0,0.0,0.0,0.0,0.0,0.0,1.77,137.63,2025,2025-10,77.75706214689265,77.75706214689265,2025
BHIM,2025-10-01,124.25,19376.26,0.0,0.0,0.0,0.0,0.0,0.0,124.25,19376.26,2025,2025-10,155.94575452716296,155.94575452716296,2025
CANARA BANK APPS,2025-10-01,4.37,1133.76,0.0,0.0,0.0,0.0,0.0,0.0,4.37,1133.76,2025,2025-10,259.441647597254,259.441647597254,2025
CENTRAL BANK OF INDIA APPS,2025-10-01,0.4,115.39,0.0,0.0,0.0,0.0,0.0,0.0,0.4,115.39,2025,2025-10,288.47499999999997,288.47499999999997,2025
CITY UNION BANK APPS,2025-10-01,0.08,32.76,0.0,0.0,0.0,0.0,0.0,0.0,0.08,32.76,2025,2025-10,409.49999999999994,409.49999999999994,2025
CRED,2025-10-01,157.99,62438.03,0.0,0.0,0.0,0.0,0.0,0.0,157.99,62438.03,2025,2025-10,395.202417874549,395.202417874549,2025
DBS DIGIBANK APPS,2025-10-01,0.54,191.82,0.06,25.82,0.0,0.19,0.0,0.0,0.61,217.83,2025,2025-10,357.09836065573774,357.09836065573774,2025
DEUTSCHE BANK APPS,2025-10-01,0.03,37.74,5.18,997.43,0.0,0.15,0.0,0.0,5.21,1035.32,2025,2025-10,198.71785028790785,198.71785028790785,2025
DHANI,2025-10-01,0.24,10.84,0.0,0.0,0.0,0.0,0.0,0.0,0.24,10.84,2025,2025-10,45.166666666666664,45.166666666666664,2025
DIGIKHATA,2025-10-01,1.14,409.7,0.0,0.0,0.0,0.0,0.0,0.0,1.14,409.7,2025,2025-10,359.3859649122807,359.3859649122807,2025
EQUITAS SMALL FINANCE BANK APPS,2025-10-01,0.02,7.76,0.0,0.0,0.0,0.0,0.0,0.0,0.02,7.76,2025,2025-10,388.0,388.0,2025
ESAF SMALL FINANCE BANK APPS,2025-10-01,0.97,98.21,0.0,0.0,0.0,0.0,0.0,0.0,0.97,98.21,2025,2025-10,101.24742268041237,101.24742268041237,2025
FAMAPP BY TRIO,2025-10-01,146.03,1900.99,0.0,0.0,0.0,0.0,0.0,0.0,146.03,1900.99,2025,2025-10,13.017804560706704,13.017804560706704,2025
FEDERAL BANK APPS,2025-10-01,6.99,1621.3,0.0,5.27,0.0,0.0,0.0,0.0,6.99,1626.56,2025,2025-10,232.6981402002861,232.6981402002861,2025
FI MONEY,2025-10-01,2.7,405.88,0.0,0.0,0.0,0.0,0.0,0.0,2.7,405.88,2025,2025-10,150.3259259259259,150.3259259259259,2025
FINO PAYMENTS BANK APPS,2025-10-01,0.91,82.72,0.0,0.0,0.0,0.0,0.0,0.0,0.91,82.72,2025,2025-10,90.90109890109889,90.90109890109889,2025
FLIPKART UPI,2025-10-01,3.31,208.86,0.0,0.0,0.0,0.0,0.0,0.0,3.31,208.86,2025,2025-10,63.09969788519638,63.09969788519638,2025
FREO,2025-10-01,0.03,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.03,2.1,2025,2025-10,70.0,70.0,2025
GOOGLE PAY,2025-10-01,7164.43,954048.01,0.0,0.0,0.0,0.0,0.0,0.0,7164.43,954048.01,2025,2025-10,133.16453786274693,133.16453786274693,2025
GROWW,2025-10-01,15.87,12555.52,0.0,0.0,0.0,0.0,0.0,0.0,15.87,12555.52,2025,2025-10,791.1480781348457,791.1480781348457,2025
HDFC BANK APPS,2025-10-01,34.58,11910.56,45.78,6712.15,0.01,0.99,0.0,0.0,80.37,18623.69,2025,2025-10,231.72439965161126,231.72439965161126,2025
HSBC BANK APPS,2025-10-01,0.92,166.98,0.58,3.0,0.0,0.27,0.0,0.0,1.5,170.25,2025,2025-10,113.5,113.5,2025
ICICI BANK APPS,2025-10-01,23.03,7137.83,47.72,8686.08,2.45,2290.93,0.0,0.0,73.2,18114.84,2025,2025-10,247.4704918032787,247.4704918032787,2025
IDBI BANK APPS,2025-10-01,0.17,75.41,0.0,0.0,0.0,0.0,0.0,0.0,0.17,75.41,2025,2025-10,443.58823529411757,443.58823529411757,2025
IDFC BANK APPS,2025-10-01,13.35,2977.47,0.37,64.05,0.02,0.21,0.0,0.0,13.74,3041.73,2025,2025-10,221.37772925764193,221.37772925764193,2025
IND MONEY,2025-10-01,2.98,1121.61,0.0,0.0,0.0,0.0,0.0,0.0,2.98,1121.61,2025,2025-10,376.37919463087246,376.37919463087246,2025
INDIA POST PAYMENTS BANK APPS,2025-10-01,17.97,1879.52,0.0,0.0,0.0,0.0,0.0,0.0,17.97,1879.52,2025,2025-10,104.59209794101281,104.59209794101281,2025
INDIAN BANK APPS,2025-10-01,1.38,342.06,0.0,0.0,0.1,106.4,0.0,0.0,1.49,448.46,2025,2025-10,300.97986577181206,300.97986577181206,2025
INDIAN OVERSEAS BANK APPS,2025-10-01,0.21,59.47,0.0,0.0,0.0,0.0,0.0,0.0,0.21,59.47,2025,2025-10,283.1904761904762,283.1904761904762,2025
INDUSIND BANK APPS,2025-10-01,0.53,141.01,1.06,83.24,0.0,0.0,0.0,0.0,1.58,224.25,2025,2025-10,141.93037974683543,141.93037974683543,2025
JAMMU AND KASHMIR BANK APPS,2025-10-01,2.66,419.17,0.0,0.0,0.0,0.0,0.0,0.0,2.66,419.17,2025,2025-10,157.58270676691728,157.58270676691728,2025
JAR,2025-10-01,0.46,10.67,0.0,0.0,0.0,0.0,0.0,0.0,0.46,10.67,2025,2025-10,23.195652173913043,23.195652173913043,2025
JIO PAYMENTS BANK APPS,2025-10-01,5.68,417.41,0.0,0.0,0.0,0.0,0.0,0.0,5.68,417.41,2025,2025-10,73.48767605633803,73.48767605633803,2025
JUPITER MONEY,2025-10-01,6.06,991.43,0.0,0.0,0.0,0.0,0.0,0.0,6.06,991.43,2025,2025-10,163.6023102310231,163.6023102310231,2025
KARNATAKA BANK APPS,2025-10-01,0.26,62.54,0.0,0.0,0.0,0.01,0.0,0.0,0.26,62.55,2025,2025-10,240.57692307692307,240.57692307692307,2025
KARUR VYSYA BANK APPS,2025-10-01,0.12,44.87,0.0,0.0,0.0,0.0,0.0,0.0,0.12,44.87,2025,2025-10,373.9166666666667,373.9166666666667,2025
KIWI,2025-10-01,2.92,403.52,0.0,0.0,0.0,0.0,0.0,0.0,2.92,403.52,2025,2025-10,138.1917808219178,138.1917808219178,2025
KOTAK MAHINDRA BANK APPS,2025-10-01,85.14,10842.53,0.0,0.44,0.0,0.0,0.0,0.0,85.14,10842.97,2025,2025-10,127.35459243598778,127.35459243598778,2025
KREDIT PE,2025-10-01,0.63,56.41,0.0,0.0,0.0,0.0,0.0,0.0,0.63,56.41,2025,2025-10,89.53968253968253,89.53968253968253,2025
KREDITBEE,2025-10-01,0.5,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.5,13.9,2025,2025-10,27.8,27.8,2025
MOBIKWIK,2025-10-01,52.39,6500.58,0.0,0.0,0.0,0.0,0.0,0.0,52.39,6500.58,2025,2025-10,124.08054972322962,124.08054972322962,2025
MONEY VIEW,2025-10-01,1.38,105.13,0.0,0.0,0.0,0.0,0.0,0.0,1.38,105.13,2025,2025-10,76.18115942028986,76.18115942028986,2025
