Application Name,Date,Customer Initiated Transactions_Volume (Mn),Customer Initiated Transactions_Value (Cr),B2C Transactions_Volume (Mn),B2C Transactions_Value (Cr),B2B Transactions_Volume (Mn),B2B Transactions_Value (Cr),On0us Transactions_Volume (Mn),On0us Transactions_Value (Cr),Total_Volume (Mn),Total_Value (Cr),year,Month,Avg_Transaction_Value,average_transaction,Year
STANDARD CHARTERED BANK APPS,2025-06-01,1.54,158.54,0.0,0.0,0.2,6.54,0.0,0.0,1.74,165.08,2025,2025-06,94.87356321839081,94.87356321839081,2025
STATE BANK OF INDIA APPS,2025-06-01,13.35,3591.53,0.0,0.0,0.0,0.0,0.0,0.0,13.35,3591.53,2025,2025-06,269.02846441947565,269.02846441947565,2025
SUPER.MONEY,2025-06-01,218.96,7716.48,0.0,0.0,0.0,0.0,0.0,0.0,218.96,7716.48,2025,2025-06,35.241505297771276,35.241505297771276,2025
SURYODAY BANK APPS,2025-06-01,0.89,118.34,0.0,0.0,0.01,3.07,0.0,0.0,0.9,121.41,2025,2025-06,134.9,134.9,2025
TAMILNAD MERCANTILE BANK APPS,2025-06-01,0.09,32.85,0.0,0.0,0.0,0.0,0.0,0.0,0.09,32.85,2025,2025-06,365.00000000000006,365.00000000000006,2025
TATA PAY,2025-06-01,0.47,134.16,0.0,0.0,0.0,0.0,0.0,0.0,0.47,134.16,2025,2025-06,285.44680851063833,285.44680851063833,2025
TIMEPAY,2025-06-01,3.96,50.49,0.0,0.0,0.0,0.0,0.0,0.0,3.96,50.49,2025,2025-06,12.75,12.75,2025
TRUE BALANCE,2025-06-01,0.07,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.07,2.2,2025,2025-06,31.428571428571427,31.428571428571427,2025
UCO BANK APPS,2025-06-01,0.51,125.51,0.0,0.0,0.0,0.0,0.0,0.0,0.51,125.51,2025,2025-06,246.09803921568627,246.09803921568627,2025
ULTRACASH,2025-06-01,0.1,7.45,0.0,0.0,0.0,0.0,0.0,0.0,0.1,7.45,2025,2025-06,74.5,74.5,2025
UNION BANK APPS,2025-06-01,0.74,236.2,0.0,0.0,0.0,0.0,0.0,0.0,0.74,236.2,2025,2025-06,319.18918918918916,319.18918918918916,2025
UNITY SMALL FINANCE BANK APPS,2025-06-01,0.07,16.01,0.0,0.0,0.0,0.0,0.0,0.0,0.07,16.01,2025,2025-06,228.71428571428572,228.71428571428572,2025
WHATSAPP,2025-06-01,67.48,4989.34,0.0,0.0,0.0,0.0,0.0,0.0,67.48,4989.34,2025,2025-06,73.9380557202134,73.9380557202134,2025
YES BANK APPS,2025-06-01,52.2,8898.96,0.01,0.05,0.34,18.31,0.0,0.0,52.55,8917.32,2025,2025-06,169.69210275927688,169.69210275927688,2025
ADITYA BIRLA CAPITAL DIGITAL,2025-07-01,0.39,23.14,0.0,0.0,0.0,0.0,0.3,91.04,0.39,23.14,2025,2025-07,59.333333333333336,59.333333333333336,2025
AIRTEL PAYMENTS BANK APPS,2025-07-01,21.34,1509.17,0.0,0.01,0.0,0.0,19.85,2330.22,21.34,1509.17,2025,2025-07,70.72024367385193,70.72024367385193,2025
AMAZON PAY,2025-07-01,100.53,10813.98,0.0,0.0,0.0,0.0,98.68,10343.44,100.53,10813.98,2025,2025-07,107.56968069233064,107.56968069233064,2025
AU SMALL FINANCE BANK APPS,2025-07-01,0.65,201.78,0.0,0.0,0.0,0.0,0.54,56.9,0.65,201.78,2025,2025-07,310.4307692307692,310.4307692307692,2025
AXIS BANK APPS,2025-07-01,27.79,5483.32,95.63,4287.26,0.01,2.81,110.38,1415.4,123.44,9773.39,2025,2025-07,79.175226830849,79.175226830849,2025
BAJAJ FINSERV,2025-07-01,10.87,2516.08,0.0,0.0,0.0,0.0,12.14,8443.05,10.87,2516.08,2025,2025-07,231.47010119595217,231.47010119595217,2025
BANK OF BARODA APPS,2025-07-01,2.01,529.28,0.0,0.0,0.0,0.01,1.99,258.89,2.01,529.28,2025,2025-07,263.32338308457713,263.32338308457713,2025
BANK OF INDIA APPS,2025-07-01,0.31,95.7,0.0,0.0,0.0,0.0,0.27,64.81,0.31,95.7,2025,2025-07,308.7096774193549,308.7096774193549,2025
BANK OF MAHARASHTRA APPS,2025-07-01,0.02,8.09,0.0,0.0,0.0,0.0,0.02,7.44,0.02,8.09,2025,2025-07,404.5,404.5,2025
BHARAT PE,2025-07-01,0.92,62.45,0.0,0.0,0.0,0.0,0.8,202.18,0.92,62.45,2025,2025-07,67.8804347826087,67.8804347826087,2025
BHIM,2025-07-01,87.13,14522.39,0.0,0.0,0.0,0.0,70.19,5280.89,87.13,14522.39,2025,2025-07,166.67496843796627,166.67496843796627,2025
CANARA BANK APPS,2025-07-01,4.05,1018.59,0.0,0.0,0.0,0.0,3.9,50.01,4.05,1018.59,2025,2025-07,251.50370370370374,251.50370370370374,2025
CENTRAL BANK OF INDIA APPS,2025-07-01,0.86,186.24,0.0,0.0,0.0,0.0,0.74,58.21,0.86,186.24,2025,2025-07,216.55813953488374,216.55813953488374,2025
CITY UNION BANK APPS,2025-07-01,0.07,27.83,0.0,0.0,0.0,0.0,0.06,8.77,0.07,27.83,2025,2025-07,397.5714285714285,397.5714285714285,2025
CRED,2025-07-01,144.38,55259.9,0.0,0.0,0.0,0.0,141.95,55242.72,144.38,55259.9,2025,2025-07,382.73929907189364,382.73929907189364,2025
DBS DIGIBANK APPS,2025-07-01,0.88,221.94,0.0,0.0,0.0,0.54,0.8,954.81,0.88,222.49,2025,2025-07,252.82954545454547,252.82954545454547,2025
DEUTSCHE BANK APPS,2025-07-01,4.43,770.49,0.0,0.0,0.0,0.14,4.02,723.88,4.43,770.63,2025,2025-07,173.95711060948082,173.95711060948082,2025
DHANI,2025-07-01,0.2,8.73,0.0,0.0,0.0,0.0,0.17,19.16,0.2,8.73,2025,2025-07,43.65,43.65,2025
DIGIKHATA,2025-07-01,1.01,320.5,0.0,0.0,0.0,0.0,1.03,124.36,1.01,320.5,2025,2025-07,317.3267326732673,317.3267326732673,2025
ESAF SMALL FINANCE BANK APPS,2025-07-01,0.59,64.58,0.0,0.0,0.0,0.0,0.48,122.06,0.59,64.58,2025,2025-07,109.45762711864407,109.45762711864407,2025
FAMAPP BY TRIO,2025-07-01,125.0,1563.58,0.0,0.0,0.0,0.0,120.03,9683.82,125.0,1563.58,2025,2025-07,12.50864,12.50864,2025
FEDERAL BANK APPS,2025-07-01,5.86,1163.18,0.0,0.0,0.0,0.0,5.09,982.11,5.86,1163.18,2025,2025-07,198.49488054607508,198.49488054607508,2025
FI MONEY,2025-07-01,2.84,400.92,0.0,0.0,0.0,0.0,3.23,187.83,2.84,400.92,2025,2025-07,141.16901408450707,141.16901408450707,2025
FINO PAYMENTS BANK APPS,2025-07-01,0.55,55.18,0.0,0.0,0.0,0.0,0.43,20.47,0.55,55.18,2025,2025-07,100.32727272727271,100.32727272727271,2025
FLIPKART UPI,2025-07-01,2.7,155.64,0.0,0.0,0.0,0.0,2.99,407.88,2.7,155.64,2025,2025-07,57.64444444444444,57.64444444444444,2025
FREO,2025-07-01,0.04,2.57,0.0,0.0,0.0,0.0,0.04,2.27,0.04,2.57,2025,2025-07,64.25,64.25,2025
GOOGLE PAY,2025-07-01,6922.92,891297.38,0.0,0.0,0.0,0.0,6740.42,884735.12,6922.92,891297.38,2025,2025-07,128.74587312867982,128.74587312867982,2025
GROWW,2025-07-01,14.06,11012.81,0.0,0.0,0.0,0.0,13.48,3700.3,14.06,11012.81,2025,2025-07,783.2724039829302,783.2724039829302,2025
HDFC BANK APPS,2025-07-01,49.83,15420.1,15.13,9.63,0.01,0.87,59.47,16689.54,64.97,15430.59,2025,2025-07,237.50330921963985,237.50330921963985,2025
HSBC BANK APPS,2025-07-01,1.08,134.67,0.01,0.41,0.0,0.44,1.25,218.46,1.09,135.52,2025,2025-07,124.3302752293578,124.3302752293578,2025
ICICI BANK APPS,2025-07-01,68.94,15112.05,0.01,14.78,2.37,1975.53,63.19,14806.6,71.33,17102.36,2025,2025-07,239.76391420159823,239.76391420159823,2025
IDBI BANK APPS,2025-07-01,0.16,60.93,0.0,0.0,0.0,0.0,0.13,49.81,0.16,60.93,2025,2025-07,380.8125,380.8125,2025
IDFC BANK APPS,2025-07-01,18.04,2707.76,0.0,0.03,0.04,0.14,13.59,500.88,18.08,2707.93,2025,2025-07,149.77488938053096,149.77488938053096,2025
IND MONEY,2025-07-01,1.86,730.24,0.0,0.0,0.0,0.0,1.8,528.32,1.86,730.24,2025,2025-07,392.6021505376344,392.6021505376344,2025
INDIA POST PAYMENTS BANK APPS,2025-07-01,18.16,1759.02,0.0,0.0,0.0,0.0,16.21,2493.29,18.16,1759.02,2025,2025-07,96.86233480176212,96.86233480176212,2025
INDIAN BANK APPS,2025-07-01,1.11,255.91,0.0,0.0,0.0,0.0,1.3,560.96,1.11,255.91,2025,2025-07,230.54954954954954,230.54954954954954,2025
INDIAN OVERSEAS BANK APPS,2025-07-01,0.29,69.35,0.0,0.0,0.0,0.0,0.25,59.72,0.29,69.35,2025,2025-07,239.13793103448276,239.13793103448276,2025
INDUSIND BANK APPS,2025-07-01,1.26,178.71,0.0,0.0,0.0,0.0,1.56,268.09,1.26,178.71,2025,2025-07,141.83333333333334,141.83333333333334,2025
JAMMU AND KASHMIR BANK APPS,2025-07-01,2.62,343.24,0.0,0.0,0.0,0.0,2.58,165.88,2.62,343.24,2025,2025-07,131.00763358778624,131.00763358778624,2025
JAR,2025-07-01,0.02,0.5,0.0,0.0,0.0,0.0,1.87,240.77,0.02,0.5,2025,2025-07,25.0,25.0,2025
JIO PAYMENTS BANK APPS,2025-07-01,4.47,306.58,0.0,0.0,0.0,0.0,4.7,341.19,4.47,306.58,2025,2025-07,68.58612975391499,68.58612975391499,2025
JUPITER MONEY,2025-07-01,6.3,981.5,0.0,0.0,0.0,0.0,6.4,950.85,6.3,981.5,2025,2025-07,155.7936507936508,155.7936507936508,2025
KARNATAKA BANK APPS,2025-07-01,0.26,61.44,0.0,0.0,0.0,0.0,0.2,14.26,0.26,61.44,2025,2025-07,236.3076923076923,236.3076923076923,2025
KARUR VYSYA BANK APPS,2025-07-01,0.11,38.44,0.0,0.0,0.0,0.0,0.1,35.02,0.11,38.44,2025,2025-07,349.45454545454544,349.45454545454544,2025
KIWI,2025-07-01,2.85,323.87,0.0,0.0,0.0,0.0,3.58,428.68,2.85,323.87,2025,2025-07,113.63859649122807,113.63859649122807,2025
KOTAK MAHINDRA BANK APPS,2025-07-01,66.63,8497.73,0.0,0.0,0.0,0.0,59.74,7862.6,66.63,8497.73,2025,2025-07,127.53609485216869,127.53609485216869,2025
KREDIT PE,2025-07-01,0.6,54.67,0.0,0.0,0.0,0.0,0.49,26.92,0.6,54.67,2025,2025-07,91.11666666666667,91.11666666666667,2025
MOBIKWIK,2025-07-01,43.17,5578.43,0.0,0.0,0.0,0.0,20.14,1447.35,43.17,5578.43,2025,2025-07,129.2200602270095,129.2200602270095,2025
MONEY VIEW,2025-07-01,0.71,64.31,0.0,0.0,0.0,0.0,0.57,63.39,0.71,64.31,2025,2025-07,90.5774647887324,90.5774647887324,2025
NAVI,2025-07-01,444.06,23562.51,0.0,0.0,0.0,0.0,386.21,21350.35,444.06,23562.51,2025,2025-07,53.06154573706255,53.06154573706255,2025
NIYO GLOBAL,2025-07-01,0.08,20.06,0.0,0.0,0.0,0.0,0.07,29.97,0.08,20.06,2025,2025-07,250.74999999999997,250.74999999999997,2025
NSDL PAYMENTS BANK APPS,2025-07-01,2.72,107.11,0.0,0.0,0.06,3.14,3.02,180.55,2.78,110.25,2025,2025-07,39.65827338129497,39.65827338129497,2025
OBOPAY,2025-07-01,0.11,15.31,0.0,0.0,0.0,0.0,0.09,32.95,0.11,15.31,2025,2025-07,139.1818181818182,139.1818181818182,2025
OMNI CARD,2025-07-01,1.73,98.15,0.0,0.0,0.0,0.0,1.63,92.27,1.73,98.15,2025,2025-07,56.73410404624278,56.73410404624278,2025
ONE CARD,2025-07-01,0.78,918.16,0.0,0.0,0.0,0.0,0.6,184.67,0.78,918.16,2025,2025-07,1177.128205128205,1177.128205128205,2025
OTHERS,2025-07-01,2.15,238.0,0.0,0.0,0.16,6.14,0.0,0.0,2.31,244.14,2025,2025-07,105.68831168831169,105.68831168831169,2025
PAYTM,2025-07-01,1366.05,143650.62,0.0,0.0,0.0,0.0,1277.56,138068.97,1366.05,143650.62,2025,2025-07,105.1576589436697,105.1576589436697,2025
PAYWORLD,2025-07-01,0.04,3.27,0.0,0.0,0.0,0.0,0.03,2.21,0.04,3.27,2025,2025-07,81.75,81.75,2025
PHONEPE,2025-07-01,8931.24,1220140.68,0.0,0.0,0.0,0.0,8682.08,1256541.09,8931.24,1220140.68,2025,2025-07,136.61492469130826,136.61492469130826,2025
POP UPI,2025-07-01,63.63,1539.48,0.0,0.0,0.0,0.0,53.52,9518.96,63.63,1539.48,2025,2025-07,24.194247996228192,24.194247996228192,2025
PUNJAB NATIONAL BANK APPS,2025-07-01,3.67,980.66,0.0,0.0,0.0,0.0,3.85,992.9,3.67,980.66,2025,2025-07,267.2098092643052,267.2098092643052,2025
PUNJAB SIND BANK APPS,2025-07-01,0.02,7.28,0.0,0.0,0.0,0.0,0.0,0.0,0.02,7.28,2025,2025-07,364.0,364.0,2025
RAPIPAY,2025-07-01,0.22,23.19,0.0,0.0,0.0,0.0,0.17,16.25,0.22,23.19,2025,2025-07,105.40909090909092,105.40909090909092,2025
RBL BANK APPS,2025-07-01,8.41,1358.41,0.0,0.01,0.12,30.29,9.14,656.92,8.54,1388.7,2025,2025-07,162.6112412177986,162.6112412177986,2025
SALARY SE,2025-07-01,0.5,22.32,0.0,0.0,0.0,0.0,0.32,31.91,0.5,22.32,2025,2025-07,44.64,44.64,2025
SAMSUNG PAY,2025-07-01,9.34,669.72,0.0,0.0,0.0,0.0,10.67,2219.95,9.34,669.72,2025,2025-07,71.70449678800857,71.70449678800857,2025
SHRI RAM ONE,2025-07-01,2.38,155.72,0.0,0.0,0.0,0.0,2.36,308.47,2.38,155.72,2025,2025-07,65.42857142857143,65.42857142857143,2025
SLICE SMALL FINANCE BANK APPS,2025-07-01,19.83,2586.21,0.0,0.0,0.0,0.01,16.51,1834.83,19.83,2586.22,2025,2025-07,130.41956631366617,130.41956631366617,2025
SOUTH INDIAN BANK APPS,2025-07-01,0.83,240.25,0.0,0.0,0.0,0.0,0.73,241.85,0.83,240.25,2025,2025-07,289.45783132530124,289.45783132530124,2025
SPICE MONEY,2025-07-01,0.26,21.44,0.0,0.0,0.0,0.0,0.17,8.63,0.26,21.44,2025,2025-07,82.46153846153847,82.46153846153847,2025
STANDARD CHARTERED BANK APPS,2025-07-01,0.91,147.75,0.0,0.0,0.08,3.06,0.87,282.69,0.99,150.81,2025,2025-07,152.33333333333334,152.33333333333334,2025
STATE BANK OF INDIA APPS,2025-07-01,12.26,3633.07,0.0,0.0,0.0,0.0,13.27,1762.42,12.26,3633.07,2025,2025-07,296.3352365415987,296.3352365415987,2025
SUPER.MONEY,2025-07-01,252.85,9018.71,0.0,0.0,0.0,0.0,203.42,7054.28,252.85,9018.71,2025,2025-07,35.66822226616571,35.66822226616571,2025
SURYODAY BANK APPS,2025-07-01,1.05,150.41,0.0,0.0,0.01,1.42,1.06,226.65,1.06,151.82,2025,2025-07,143.22641509433961,143.22641509433961,2025
TAMILNAD MERCANTILE BANK APPS,2025-07-01,0.1,33.72,0.0,0.0,0.0,0.0,0.07,25.75,0.1,33.72,2025,2025-07,337.2,337.2,2025
TATA PAY,2025-07-01,0.49,144.2,0.0,0.0,0.0,0.0,0.32,35.29,0.49,144.2,2025,2025-07,294.2857142857143,294.2857142857143,2025
TIMEPAY,2025-07-01,3.14,47.4,0.0,0.0,0.0,0.0,3.6,953.88,3.14,47.4,2025,2025-07,15.095541401273884,15.095541401273884,2025
TRUE BALANCE,2025-07-01,0.13,4.22,0.0,0.0,0.0,0.0,0.1,7.77,0.13,4.22,2025,2025-07,32.46153846153846,32.46153846153846,2025
UCO BANK APPS,2025-07-01,0.57,140.44,0.0,0.0,0.0,0.0,0.45,132.55,0.57,140.44,2025,2025-07,246.3859649122807,246.3859649122807,2025
ULTRACASH,2025-07-01,0.11,7.7,0.0,0.0,0.0,0.0,0.1,3.01,0.11,7.7,2025,2025-07,70.0,70.0,2025
UNION BANK APPS,2025-07-01,0.79,259.13,0.0,0.0,0.0,0.0,0.71,211.09,0.79,259.13,2025,2025-07,328.0126582278481,328.0126582278481,2025
UNITY SMALL FINANCE BANK APPS,2025-07-01,0.07,16.97,0.0,0.0,0.0,0.0,0.06,12.79,0.07,16.97,2025,2025-07,242.4285714285714,242.4285714285714,2025
UTKARSH SMALL FINANCE BANK APPS,2025-07-01,0.02,3.19,0.0,0.0,0.0,0.0,0.02,8.87,0.02,3.19,2025,2025-07,159.5,159.5,2025
WHATSAPP,2025-07-01,74.6,5412.58,0.0,0.0,0.0,0.0,64.6,11243.73,74.6,5412.58,2025,2025-07,72.55469168900805,72.55469168900805,2025
YES BANK APPS,2025-07-01,55.2,9470.16,0.0,0.0,0.4,21.45,33.92,4674.33,55.6,9491.62,2025,2025-07,170.71258992805755,170.71258992805755,2025
ADITYA BIRLA CAPITAL DIGITAL,2025-08-01,0.42,28.13,0.0,0.0,0.0,0.0,0.32,35.29,0.42,28.13,2025,2025-08,66.97619047619048,66.97619047619048,2025
AIRTEL PAYMENTS BANK APPS,2025-08-01,21.4,1650.42,0.0,0.0,0.0,0.0,19.85,2330.22,21.4,1650.42,2025,2025-08,77.12242990654207,77.12242990654207,2025
AMAZON PAY,2025-08-01,98.98,10830.8,0.0,0.0,0.0,0.0,70.19,5280.89,98.98,10830.8,2025,2025-08,109.42412608607799,109.42412608607799,2025
AU SMALL FINANCE BANK APPS,2025-08-01,0.68,208.06,0.0,0.0,0.0,0.0,0.49,26.92,0.68,208.06,2025,2025-08,305.9705882352941,305.9705882352941,2025
AXIS BANK APPS,2025-08-01,30.37,5482.37,104.76,4327.97,0.01,2.17,110.38,1415.4,135.14,9812.52,2025,2025-08,72.61003403877461,72.61003403877461,2025
BAJAJ FINSERV,2025-08-01,11.63,2456.88,0.0,0.0,0.0,0.0,12.14,8443.05,11.63,2456.88,2025,2025-08,211.2536543422184,211.2536543422184,2025
BANK OF BARODA APPS,2025-08-01,2.39,508.85,0.0,0.0,0.0,0.0,1.8,528.32,2.39,508.85,2025,2025-08,212.907949790795,212.907949790795,2025
BANK OF INDIA APPS,2025-08-01,0.3,93.6,0.0,0.0,0.0,0.0,0.3,91.04,0.3,93.6,2025,2025-08,312.0,312.0,2025
BHARAT PE,2025-08-01,4.69,233.82,0.0,0.0,0.0,0.0,4.7,341.19,4.69,233.82,2025,2025-08,49.8550106609808,49.8550106609808,2025
BHIM,2025-08-01,100.16,15002.68,0.0,0.0,0.0,0.0,98.68,10343.44,100.17,15002.68,2025,2025-08,149.77218728162126,149.77218728162126,2025
CANARA BANK APPS,2025-08-01,4.27,1028.07,0.0,0.0,0.0,0.0,3.9,50.01,4.27,1028.07,2025,2025-08,240.7658079625293,240.7658079625293,2025
CENTRAL BANK OF INDIA APPS,2025-08-01,0.71,161.42,0.0,0.0,0.0,0.0,0.57,63.39,0.71,161.42,2025,2025-08,227.35211267605632,227.35211267605632,2025
CITY UNION BANK APPS,2025-08-01,0.07,28.22,0.0,0.0,0.0,0.0,0.06,8.77,0.07,28.22,2025,2025-08,403.1428571428571,403.1428571428571,2025
CRED,2025-08-01,150.0,55756.24,0.0,0.0,0.0,0.0,141.95,55242.72,150.0,55756.24,2025,2025-08,371.70826666666665,371.70826666666665,2025
DBS DIGIBANK APPS,2025-08-01,0.75,252.09,0.0,0.0,0.0,0.2,0.71,211.09,0.75,252.29,2025,2025-08,336.38666666666666,336.38666666666666,2025
DEUTSCHE BANK APPS,2025-08-01,4.23,774.07,0.0,0.0,0.0,0.13,3.85,992.9,4.24,774.19,2025,2025-08,182.5919811320755,182.5919811320755,2025
DHANI,2025-08-01,0.22,9.85,0.0,0.0,0.0,0.0,0.17,19.16,0.22,9.85,2025,2025-08,44.77272727272727,44.77272727272727,2025
DIGIKHATA,2025-08-01,1.1,365.04,0.0,0.0,0.0,0.0,0.87,282.69,1.1,365.04,2025,2025-08,331.8545454545455,331.8545454545455,2025
ESAF SMALL FINANCE BANK APPS,2025-08-01,0.59,63.66,0.0,0.0,0.0,0.0,0.48,122.06,0.59,63.66,2025,2025-08,107.89830508474576,107.89830508474576,2025
FAMAPP BY TRIO,2025-08-01,135.65,1708.85,0.0,0.0,0.0,0.0,120.03,9683.82,135.65,1708.85,2025,2025-08,12.597493549576114,12.597493549576114,2025
FEDERAL BANK APPS,2025-08-01,6.55,1295.01,0.0,0.0,0.0,0.0,6.4,950.85,6.55,1295.01,2025,2025-08,197.71145038167938,197.71145038167938,2025
FI MONEY,2025-08-01,2.77,391.19,0.0,0.0,0.0,0.0,2.99,407.88,2.77,391.19,2025,2025-08,141.22382671480145,141.22382671480145,2025
FINO PAYMENTS BANK APPS,2025-08-01,0.69,68.05,0.0,0.0,0.0,0.0,0.54,56.9,0.69,68.05,2025,2025-08,98.62318840579711,98.62318840579711,2025
FLIPKART UPI,2025-08-01,3.46,194.88,0.0,0.0,0.0,0.0,3.23,187.83,3.46,194.88,2025,2025-08,56.323699421965316,56.323699421965316,2025
FREO,2025-08-01,0.04,2.43,0.0,0.0,0.0,0.0,0.02,8.87,0.04,2.43,2025,2025-08,60.75,60.75,2025
GOOGLE PAY,2025-08-01,7063.76,883682.27,0.0,0.0,0.0,0.0,6740.42,884735.12,7063.76,883682.27,2025,2025-08,125.10083439980973,125.10083439980973,2025
GROWW,2025-08-01,13.01,9001.87,0.0,0.0,0.0,0.0,13.48,3700.3,13.01,9001.87,2025,2025-08,691.9192928516527,691.9192928516527,2025
HDFC BANK APPS,2025-08-01,49.66,16107.74,23.19,11.75,0.01,0.7,59.74,7862.6,72.86,16120.19,2025,2025-08,221.24883337908318,221.24883337908318,2025
HSBC BANK APPS,2025-08-01,1.2,150.84,0.01,0.31,0.0,0.41,1.03,124.36,1.21,151.55,2025,2025-08,125.24793388429754,125.24793388429754,2025
ICICI BANK APPS,2025-08-01,73.48,14644.94,0.01,15.57,2.31,1929.25,63.19,14806.6,75.8,16589.76,2025,2025-08,218.8622691292876,218.8622691292876,2025
IDBI BANK APPS,2025-08-01,0.17,67.08,0.0,0.0,0.0,0.0,0.13,49.81,0.17,67.08,2025,2025-08,394.5882352941176,394.5882352941176,2025
IDFC BANK APPS,2025-08-01,17.44,2728.15,0.0,0.03,0.04,0.19,13.59,500.88,17.48,2728.37,2025,2025-08,156.08524027459953,156.08524027459953,2025
IND MONEY,2025-08-01,2.15,758.73,0.0,0.0,0.0,0.0,1.63,92.27,2.15,758.73,2025,2025-08,352.89767441860465,352.89767441860465,2025
INDIA POST PAYMENTS BANK APPS,2025-08-01,19.58,1892.61,0.0,0.0,0.0,0.0,16.21,2493.29,19.58,1892.61,2025,2025-08,96.66036772216547,96.66036772216547,2025
INDIAN BANK APPS,2025-08-01,1.26,281.53,0.0,0.0,0.0,0.0,1.06,226.65,1.26,281.53,2025,2025-08,223.43650793650792,223.43650793650792,2025
INDIAN OVERSEAS BANK APPS,2025-08-01,0.26,64.38,0.0,0.0,0.0,0.0,0.2,14.26,0.26,64.38,2025,2025-08,247.61538461538458,247.61538461538458,2025
INDUSIND BANK APPS,2025-08-01,1.91,238.35,0.0,0.0,0.0,0.0,1.56,268.09,1.91,238.35,2025,2025-08,124.79057591623037,124.79057591623037,2025
JAMMU AND KASHMIR BANK APPS,2025-08-01,2.47,334.59,0.0,0.0,0.0,0.0,1.99,258.89,2.47,334.59,2025,2025-08,135.46153846153845,135.46153846153845,2025
JAR,2025-08-01,0.04,1.14,0.0,0.0,0.0,0.0,0.03,2.21,0.04,1.14,2025,2025-08,28.499999999999996,28.499999999999996,2025
JIO PAYMENTS BANK APPS,2025-08-01,4.65,319.72,0.0,0.0,0.0,0.0,4.02,723.88,4.65,319.72,2025,2025-08,68.75698924731182,68.75698924731182,2025
JUPITER MONEY,2025-08-01,6.49,998.01,0.0,0.0,0.0,0.0,5.09,982.11,6.49,998.01,2025,2025-08,153.77657935285055,153.77657935285055,2025
KARNATAKA BANK APPS,2025-08-01,0.27,60.7,0.0,0.0,0.0,0.01,0.25,59.72,0.27,60.71,2025,2025-08,224.85185185185185,224.85185185185185,2025
KARUR VYSYA BANK APPS,2025-08-01,0.11,38.33,0.0,0.0,0.0,0.0,0.1,35.02,0.11,38.33,2025,2025-08,348.45454545454544,348.45454545454544,2025
KIWI,2025-08-01,2.69,305.39,0.0,0.0,0.0,0.0,2.58,165.88,2.69,305.39,2025,2025-08,113.5278810408922,113.5278810408922,2025
KOTAK MAHINDRA BANK APPS,2025-08-01,71.87,8662.31,0.0,0.0,0.0,0.0,59.47,16689.54,71.87,8662.31,2025,2025-08,120.52748017253373,120.52748017253373,2025
KREDIT PE,2025-08-01,0.71,60.21,0.0,0.0,0.0,0.0,0.6,184.67,0.71,60.21,2025,2025-08,84.80281690140846,84.80281690140846,2025
MOBIKWIK,2025-08-01,48.14,6010.88,0.0,0.0,0.0,0.0,33.92,4674.33,48.14,6010.88,2025,2025-08,124.86248442044038,124.86248442044038,2025
MONEY VIEW,2025-08-01,1.03,74.94,0.0,0.0,0.0,0.0,0.8,202.18,1.03,74.94,2025,2025-08,72.75728155339806,72.75728155339806,2025
NAVI,2025-08-01,504.45,25396.91,0.0,0.0,0.0,0.0,386.21,21350.35,504.45,25396.91,2025,2025-08,50.34574288829418,50.34574288829418,2025
NIYO GLOBAL,2025-08-01,0.09,22.11,0.0,0.0,0.0,0.0,0.07,29.97,0.09,22.11,2025,2025-08,245.66666666666666,245.66666666666666,2025
NSDL PAYMENTS BANK APPS,2025-08-01,3.46,191.44,0.0,0.0,0.13,7.3,3.58,428.68,3.59,198.74,2025,2025-08,55.35933147632313,55.35933147632313,2025
OBOPAY,2025-08-01,0.11,16.77,0.0,0.0,0.0,0.0,0.1,3.01,0.11,16.77,2025,2025-08,152.45454545454544,152.45454545454544,2025
OMNI CARD,2025-08-01,1.82,113.4,0.0,0.0,0.0,0.0,1.3,560.96,1.82,113.4,2025,2025-08,62.30769230769231,62.30769230769231,2025
ONE CARD,2025-08-01,0.76,884.64,0.0,0.0,0.0,0.0,0.73,241.85,0.76,884.64,2025,2025-08,1164.0,1164.0,2025
OTHERS,2025-08-01,2.24,266.66,0.0,0.0,0.16,6.35,0.0,0.0,2.41,273.01,2025,2025-08,113.28215767634853,113.28215767634853,2025
OTHERS,2025-08-01,2.15,238.0,0.0,0.0,0.16,6.14,0.0,0.0,2.31,244.14,2025,2025-08,105.68831168831169,105.68831168831169,2025
PAYTM,2025-08-01,1407.23,143484.97,0.0,0.0,0.0,0.0,1277.56,138068.97,1407.23,143484.97,2025,2025-08,101.9626997718923,101.9626997718923,2025
PAYWORLD,2025-08-01,0.04,4.0,0.0,0.0,0.0,0.0,0.04,2.27,0.04,4.0,2025,2025-08,100.0,100.0,2025
PHONEPE,2025-08-01,9152.54,1199457.73,0.0,0.0,0.0,0.0,8682.08,1256541.09,9152.54,1199457.73,2025,2025-08,131.05189706901032,131.05189706901032,2025
POP UPI,2025-08-01,44.53,1694.22,0.0,0.0,0.0,0.0,20.14,1447.35,44.53,1694.22,2025,2025-08,38.04671008309005,38.04671008309005,2025
PUNJAB NATIONAL BANK APPS,2025-08-01,3.79,964.86,0.0,0.0,0.0,0.0,3.6,953.88,3.79,964.86,2025,2025-08,254.58047493403694,254.58047493403694,2025
PUNJAB SIND BANK APPS,2025-08-01,0.02,6.63,0.0,0.0,0.0,0.0,1.87,240.77,0.02,6.63,2025,2025-08,331.5,331.5,2025
